party,member,chamber,ticker,type,transaction_date,filing_date,owner,amount,lag_days
R,Thomas H Tuberville,Senate,ECOM,P,2021-09-03,2021-10-15,Joint,"$1,001 - $15,000",42
R,Cynthia M Lummis,Senate,J,P,2021-09-03,2021-10-07,Self,"$1,001 - $15,000",34
D,Thomas R Carper,Senate,GOOG,S,2021-09-28,2021-10-04,Spouse,"$1,001 - $15,000",6
D,Thomas R Carper,Senate,AAPL,S,2021-09-28,2021-10-04,Spouse,"$15,001 - $50,000",6
R,Roy Blunt,Senate,NRDY,P,2021-09-27,2021-09-28,Spouse,"$1,001 - $15,000",1
R,Shelley M Capito,Senate,AAPL,P,2021-08-25,2021-09-15,Spouse,"$1,001 - $15,000",21
R,Shelley M Capito,Senate,MSFT,S,2021-08-17,2021-09-15,Spouse,"$1,001 - $15,000",29
R,Shelley M Capito,Senate,AAPL,S,2021-08-17,2021-09-15,Spouse,"$1,001 - $15,000",29
D,Sheldon Whitehouse,Senate,BABA,S,2021-08-30,2021-09-13,Spouse,"$1,001 - $15,000",14
D,Sheldon Whitehouse,Senate,MCHP,S,2021-08-30,2021-09-13,Joint,"$15,001 - $50,000",14
D,Sheldon Whitehouse,Senate,T,S,2021-08-30,2021-09-13,Joint,"$15,001 - $50,000",14
R,Thomas H Tuberville,Senate,CALX,S,2021-08-30,2021-09-08,Joint,"$1,001 - $15,000",9
R,Thomas H Tuberville,Senate,ECOM,S,2021-08-30,2021-09-08,Joint,"$1,001 - $15,000",9
R,Thomas H Tuberville,Senate,CALX,P,2021-08-27,2021-09-08,Joint,"$1,001 - $15,000",12
R,Thomas H Tuberville,Senate,SSYS,P,2021-08-18,2021-09-08,Joint,"$1,001 - $15,000",21
R,Thomas H Tuberville,Senate,SSBK,P,2021-08-12,2021-09-08,Joint,"$50,001 - $100,000",27
R,Thomas H Tuberville,Senate,INTC,S,2021-08-10,2021-09-08,Joint,"$1,001 - $15,000",29
R,Thomas H Tuberville,Senate,OXY,S,2021-08-02,2021-09-08,Joint,"$1,001 - $15,000",37
D,Thomas R Carper,Senate,LMRK,S,2021-08-23,2021-09-01,Spouse,"$1,001 - $15,000",9
D,Thomas R Carper,Senate,WW,P,2021-08-11,2021-09-01,Spouse,"$1,001 - $15,000",21
D,Thomas R Carper,Senate,ARE,S,2021-08-04,2021-09-01,Spouse,"$1,001 - $15,000",28
D,Thomas R Carper,Senate,COR,P,2021-08-04,2021-09-01,Spouse,"$1,001 - $15,000",28
R,Thomas H Tuberville,Senate,F,S,2021-07-30,2021-08-13,Joint,"$15,001 - $50,000",14
R,Thomas H Tuberville,Senate,AA,P,2021-07-29,2021-08-13,Joint,"$1,001 - $15,000",15
R,Thomas H Tuberville,Senate,NVDA,S,2021-07-28,2021-08-13,Joint,"$15,001 - $50,000",16
R,Thomas H Tuberville,Senate,CLF,S,2021-07-21,2021-08-13,Joint,"$1,001 - $15,000",23
R,Thomas H Tuberville,Senate,CLF,P,2021-07-21,2021-08-13,Joint,"$100,001 - $250,000",23
R,Thomas H Tuberville,Senate,CLF,S,2021-07-20,2021-08-13,Joint,"$1,001 - $15,000",24
R,Thomas H Tuberville,Senate,CLF,S,2021-07-19,2021-08-13,Joint,"$50,001 - $100,000",25
R,Thomas H Tuberville,Senate,AA,S,2021-07-19,2021-08-13,Joint,"$50,001 - $100,000",25
R,Thomas H Tuberville,Senate,BABA,S,2021-07-14,2021-08-13,Joint,"$15,001 - $50,000",30
R,Thomas H Tuberville,Senate,BABA,P,2021-07-14,2021-08-13,Joint,"$15,001 - $50,000",30
R,Thomas H Tuberville,Senate,QQQ,P,2021-07-06,2021-08-13,Joint,"$1,001 - $15,000",38
R,Thomas H Tuberville,Senate,INTC,S,2021-07-01,2021-08-13,Joint,"$1,001 - $15,000",43
R,Thomas H Tuberville,Senate,CRWD,P,2021-07-16,2021-08-13,Joint,"$15,001 - $50,000",28
R,Thomas H Tuberville,Senate,NWL,P,2021-07-16,2021-08-13,Joint,"$15,001 - $50,000",28
R,Thomas H Tuberville,Senate,PEGA,P,2021-07-16,2021-08-13,Joint,"$15,001 - $50,000",28
R,Thomas H Tuberville,Senate,PEP,P,2021-07-16,2021-08-13,Joint,"$15,001 - $50,000",28
R,Thomas H Tuberville,Senate,XLY,P,2021-07-16,2021-08-13,Self,"$15,001 - $50,000",28
R,Thomas H Tuberville,Senate,MTUM,P,2021-07-16,2021-08-13,Self,"$15,001 - $50,000",28
R,Thomas H Tuberville,Senate,SQ,P,2021-07-16,2021-08-13,Self,"$15,001 - $50,000",28
R,Thomas H Tuberville,Senate,DTD,P,2021-07-16,2021-08-13,Self,"$15,001 - $50,000",28
R,Shelley M Capito,Senate,RDSA,S,2021-07-26,2021-08-11,Spouse,"$1,001 - $15,000",16
R,Shelley M Capito,Senate,MSFT,S,2021-07-26,2021-08-11,Spouse,"$1,001 - $15,000",16
R,Shelley M Capito,Senate,IBM,S,2021-07-26,2021-08-11,Spouse,"$1,001 - $15,000",16
R,Shelley M Capito,Senate,INTC,S,2021-07-26,2021-08-11,Spouse,"$1,001 - $15,000",16
R,Shelley M Capito,Senate,C,S,2021-07-26,2021-08-11,Spouse,"$1,001 - $15,000",16
D,John W Hickenlooper,Senate,PINS,P,2021-07-30,2021-08-09,Spouse,"$15,001 - $50,000",10
D,John W Hickenlooper,Senate,SNAP,S,2021-07-27,2021-08-09,Spouse,"$15,001 - $50,000",13
R,Patrick J Toomey,Senate,TSLA,S,2020-12-22,2021-08-05,Child,"$1,001 - $15,000",226
R,Patrick J Toomey,Senate,SHOP,P,2020-12-22,2021-08-05,Child,"$1,001 - $15,000",226
D,Gary C Peters,Senate,O,P,2021-07-21,2021-08-03,Self,"$15,001 - $50,000",13
D,Thomas R Carper,Senate,JCI,P,2021-07-08,2021-08-02,Spouse,"$1,001 - $15,000",25
D,Thomas R Carper,Senate,FAST,P,2021-07-08,2021-08-02,Spouse,"$1,001 - $15,000",25
?,"Angus S King, Jr.",Senate,TMO,P,2021-06-24,2021-07-28,Spouse,"$1,001 - $15,000",34
?,"Angus S King, Jr.",Senate,ADBE,P,2021-06-24,2021-07-28,Spouse,"$1,001 - $15,000",34
R,Thomas H Tuberville,Senate,ALGN,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,INTC,S,2021-04-05,2021-07-23,Joint,"$1,001 - $15,000",109
R,Thomas H Tuberville,Senate,BABA,S,2021-01-25,2021-07-23,Joint,"$15,001 - $50,000",179
R,Thomas H Tuberville,Senate,CLF,S,2021-01-21,2021-07-23,Joint,"$1,001 - $15,000",183
R,Thomas H Tuberville,Senate,CLF,P,2021-01-21,2021-07-23,Joint,"$15,001 - $50,000",183
R,Thomas H Tuberville,Senate,SDOG,P,2021-01-15,2021-07-23,Joint,"$15,001 - $50,000",189
R,Thomas H Tuberville,Senate,QQQ,S,2021-01-13,2021-07-23,Joint,"$15,001 - $50,000",191
R,Thomas H Tuberville,Senate,TDY,S,2021-01-13,2021-07-23,Joint,"$50,001 - $100,000",191
R,Thomas H Tuberville,Senate,AA,S,2021-01-06,2021-07-23,Joint,"$1,001 - $15,000",198
R,Thomas H Tuberville,Senate,AA,P,2021-01-06,2021-07-23,Joint,"$15,001 - $50,000",198
R,Thomas H Tuberville,Senate,FB,S,2021-01-05,2021-07-23,Joint,"$1,001 - $15,000",199
R,Thomas H Tuberville,Senate,INTC,S,2021-01-04,2021-07-23,Joint,"$1,001 - $15,000",200
R,Thomas H Tuberville,Senate,WY,S,2021-01-04,2021-07-23,Joint,"$50,001 - $100,000",200
R,Thomas H Tuberville,Senate,ONEQ,S,2021-01-04,2021-07-23,Joint,"$100,001 - $250,000",200
R,Thomas H Tuberville,Senate,DG,S,2021-01-04,2021-07-23,Joint,"$50,001 - $100,000",200
R,Thomas H Tuberville,Senate,ADBE,S,2021-02-19,2021-07-23,Joint,"$1,001 - $15,000",154
R,Thomas H Tuberville,Senate,OXY,S,2021-02-16,2021-07-23,Joint,"$1,001 - $15,000",157
R,Thomas H Tuberville,Senate,OXY,P,2021-02-16,2021-07-23,Joint,"$15,001 - $50,000",157
R,Thomas H Tuberville,Senate,ECOM,S,2021-02-11,2021-07-23,Joint,"$1,001 - $15,000",162
R,Thomas H Tuberville,Senate,ECOM,S,2021-02-10,2021-07-23,Joint,"$1,001 - $15,000",163
R,Thomas H Tuberville,Senate,ECOM,P,2021-02-10,2021-07-23,Joint,"$1,001 - $15,000",163
R,Thomas H Tuberville,Senate,VEEV,P,2021-02-09,2021-07-23,Joint,"$1,001 - $15,000",164
R,Thomas H Tuberville,Senate,F,S,2021-02-08,2021-07-23,Joint,"$1,001 - $15,000",165
R,Thomas H Tuberville,Senate,SSYS,S,2021-02-04,2021-07-23,Joint,"$1,001 - $15,000",169
R,Thomas H Tuberville,Senate,MSFT,P,2021-02-03,2021-07-23,Joint,"$1,001 - $15,000",170
R,Thomas H Tuberville,Senate,CSX,S,2021-02-02,2021-07-23,Joint,"$1,001 - $15,000",171
R,Thomas H Tuberville,Senate,WST,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,WAL,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,WAT,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,VMW,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,MMM,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,TER,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,SNA,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,SIVB,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,SWKS,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,SEIC,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,ROK,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,REGN,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,DGX,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,QCOM,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,PYPL,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,ODFL,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,NDSN,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,NTES,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,MRK,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,JNJ,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,INTU,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,IDXX,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,IEX,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,HON,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,HSY,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,GGG,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,GNTX,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,FTNT,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,EA,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,EBAY,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,EW,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,DECK,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,CNR,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,CL,S,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,CLX,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,CHE,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,CE,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,BIO,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,BHP,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,ATHM,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,AME,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,GOOGL,P,2021-03-29,2021-07-23,Joint,"$1,001 - $15,000",116
R,Thomas H Tuberville,Senate,AA,S,2021-03-16,2021-07-23,Joint,"$15,001 - $50,000",129
R,Thomas H Tuberville,Senate,AA,P,2021-03-16,2021-07-23,Joint,"$1,001 - $15,000",129
R,Thomas H Tuberville,Senate,CLF,S,2021-03-12,2021-07-23,Joint,"$1,001 - $15,000",133
R,Thomas H Tuberville,Senate,CLF,P,2021-03-12,2021-07-23,Joint,"$15,001 - $50,000",133
R,Thomas H Tuberville,Senate,ADP,S,2021-03-11,2021-07-23,Joint,"$1,001 - $15,000",134
R,Thomas H Tuberville,Senate,CALX,S,2021-04-27,2021-07-23,Joint,"$1,001 - $15,000",87
R,Thomas H Tuberville,Senate,QQQ,S,2021-04-26,2021-07-23,Joint,"$1,001 - $15,000",88
R,Thomas H Tuberville,Senate,CSX,P,2021-04-21,2021-07-23,Joint,"$1,001 - $15,000",93
R,Thomas H Tuberville,Senate,ECOM,S,2021-04-21,2021-07-23,Joint,"$1,001 - $15,000",93
R,Thomas H Tuberville,Senate,MSFT,P,2021-04-20,2021-07-23,Joint,"$1,001 - $15,000",94
R,Thomas H Tuberville,Senate,FB,P,2021-04-20,2021-07-23,Joint,"$1,001 - $15,000",94
R,Thomas H Tuberville,Senate,ECOM,S,2021-04-19,2021-07-23,Joint,"$1,001 - $15,000",95
R,Thomas H Tuberville,Senate,CLF,S,2021-04-19,2021-07-23,Joint,"$15,001 - $50,000",95
R,Thomas H Tuberville,Senate,CLF,P,2021-04-19,2021-07-23,Joint,"$50,001 - $100,000",95
R,Thomas H Tuberville,Senate,AA,S,2021-04-19,2021-07-23,Joint,"$50,001 - $100,000",95
R,Thomas H Tuberville,Senate,ECOM,S,2021-04-16,2021-07-23,Joint,"$1,001 - $15,000",98
R,Thomas H Tuberville,Senate,ECOM,P,2021-04-16,2021-07-23,Joint,"$15,001 - $50,000",98
R,Thomas H Tuberville,Senate,ADBE,S,2021-04-14,2021-07-23,Joint,"$1,001 - $15,000",100
R,Thomas H Tuberville,Senate,FCX,S,2021-04-14,2021-07-23,Joint,"$15,001 - $50,000",100
R,Thomas H Tuberville,Senate,SSYS,S,2021-04-12,2021-07-23,Joint,"$1,001 - $15,000",102
R,Thomas H Tuberville,Senate,CALX,S,2021-04-08,2021-07-23,Joint,"$1,001 - $15,000",106
R,Thomas H Tuberville,Senate,CALX,S,2021-04-07,2021-07-23,Joint,"$1,001 - $15,000",107
R,Thomas H Tuberville,Senate,OXY,S,2021-04-07,2021-07-23,Joint,"$1,001 - $15,000",107
R,Thomas H Tuberville,Senate,OXY,P,2021-04-07,2021-07-23,Joint,"$50,001 - $100,000",107
R,Thomas H Tuberville,Senate,INTC,P,2021-04-05,2021-07-23,Joint,"$1,001 - $15,000",109
R,Thomas H Tuberville,Senate,EA,P,2021-04-05,2021-07-23,Joint,"$1,001 - $15,000",109
R,Thomas H Tuberville,Senate,PYPL,S,2021-04-01,2021-07-23,Joint,"$1,001 - $15,000",113
R,Thomas H Tuberville,Senate,FCX,S,2021-05-24,2021-07-23,Joint,"$1,001 - $15,000",60
R,Thomas H Tuberville,Senate,FDSWX,S,2021-05-18,2021-07-23,Joint,"$1,001 - $15,000",66
R,Thomas H Tuberville,Senate,FCX,S,2021-05-10,2021-07-23,Joint,"$1,001 - $15,000",74
R,Thomas H Tuberville,Senate,X,S,2021-05-06,2021-07-23,Joint,"$15,001 - $50,000",78
R,Thomas H Tuberville,Senate,X,P,2021-05-06,2021-07-23,Joint,"$100,001 - $250,000",78
R,Thomas H Tuberville,Senate,ADP,P,2021-06-30,2021-07-16,Joint,"$1,001 - $15,000",16
R,Thomas H Tuberville,Senate,OXY,P,2021-06-25,2021-07-16,Joint,"$1,001 - $15,000",21
R,Thomas H Tuberville,Senate,MSFT,S,2021-06-23,2021-07-16,Joint,"$1,001 - $15,000",23
R,Thomas H Tuberville,Senate,AAPL,S,2021-06-23,2021-07-16,Joint,"$1,001 - $15,000",23
R,Thomas H Tuberville,Senate,QCOM,S,2021-06-01,2021-07-16,Joint,"$15,001 - $50,000",45
R,Shelley M Capito,Senate,USB,P,2021-06-24,2021-07-16,Spouse,"$1,001 - $15,000",22
R,Shelley M Capito,Senate,JPM,P,2021-06-23,2021-07-16,Spouse,"$1,001 - $15,000",23
R,Shelley M Capito,Senate,AAPL,P,2021-06-23,2021-07-16,Spouse,"$1,001 - $15,000",23
D,John W Hickenlooper,Senate,OGN,S,2021-06-28,2021-07-09,Self,"$1,001 - $15,000",11
D,John W Hickenlooper,Senate,NOK,P,2021-06-03,2021-07-09,Spouse,"$1,001 - $15,000",36
?,"William F Hagerty, IV",Senate,BA,P,2021-06-08,2021-07-08,Self,"$1,001 - $15,000",30
D,Gary C Peters,Senate,SPG,P,2021-05-25,2021-07-06,Self,"$1,001 - $15,000",42
D,Gary C Peters,Senate,JNPR,P,2021-06-07,2021-07-06,Self,"$1,001 - $15,000",29
D,Thomas R Carper,Senate,RAMP,P,2021-06-29,2021-07-06,Spouse,"$1,001 - $15,000",7
D,Thomas R Carper,Senate,TRIT,S,2021-06-29,2021-07-06,Spouse,"$1,001 - $15,000",7
D,Thomas R Carper,Senate,VSH,P,2021-06-29,2021-07-06,Spouse,"$1,001 - $15,000",7
D,Thomas R Carper,Senate,TTE,P,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,SBUX,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,NVDA,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,DEO,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,AXS,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,MANT,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,ETN,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,LMRK,P,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,IRM,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,LHX,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,APO,P,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
D,Thomas R Carper,Senate,MCD,S,2021-06-04,2021-07-06,Spouse,"$1,001 - $15,000",32
R,Shelley M Capito,Senate,WFC,S,2021-05-10,2021-06-08,Spouse,"$1,001 - $15,000",29
R,Shelley M Capito,Senate,T,S,2021-05-25,2021-06-08,Spouse,"$1,001 - $15,000",14
?,"A. Mitchell McConnell, Jr.",Senate,WFC,P,2021-06-03,2021-06-07,Spouse,"$1,001 - $15,000",4
D,Sheldon Whitehouse,Senate,INTC,S,2021-04-28,2021-06-06,Self,"$15,001 - $50,000",39
D,John W Hickenlooper,Senate,CMG,S,2021-05-19,2021-06-03,Spouse,"$100,001 - $250,000",15
D,John W Hickenlooper,Senate,QRTEA,S,2021-05-10,2021-06-03,Spouse,"$100,001 - $250,000",24
D,John W Hickenlooper,Senate,TTD,P,2021-05-10,2021-06-03,Spouse,"$15,001 - $50,000",24
D,John W Hickenlooper,Senate,PTON,P,2021-05-04,2021-06-03,Spouse,"$1,001 - $15,000",30
R,Shelley M Capito,Senate,WFC,S,2021-04-26,2021-05-19,Spouse,"$1,001 - $15,000",23
D,Thomas R Carper,Senate,V,P,2020-11-20,2021-05-17,Spouse,"$1,001 - $15,000",178
D,Thomas R Carper,Senate,QCOM,P,2020-11-20,2021-05-17,Spouse,"$1,001 - $15,000",178
D,Thomas R Carper,Senate,SNPS,P,2020-11-20,2021-05-17,Spouse,"$1,001 - $15,000",178
D,Thomas R Carper,Senate,GOLD,P,2020-11-20,2021-05-17,Spouse,"$1,001 - $15,000",178
D,Thomas R Carper,Senate,OHI,S,2020-11-20,2021-05-17,Spouse,"$1,001 - $15,000",178
D,Thomas R Carper,Senate,WIW,P,2020-11-20,2021-05-17,Spouse,"$1,001 - $15,000",178
